masking_level,row,coordinate,loss_model,loss_ind
0.5,4986,chem_group_range,1.2857142857142858,1.2857142857142858
0.5,4987,chem_group_range,0.5,0.21428571428571427
0.5,4989,chem_group_range,0.21428571428571427,0.2857142857142857
0.5,4990,chem_group_range,0.5,0.2857142857142857
0.5,4996,chem_group_range,0.14285714285714285,0.5
0.5,4997,chem_group_range,0.14285714285714285,0.42857142857142855
0.5,5000,chem_group_range,0.07142857142857142,0.2857142857142857
0.5,5003,chem_group_range,0.5714285714285714,0.7857142857142857
0.5,5004,chem_group_range,0.14285714285714285,0.7142857142857143
0.5,5005,chem_group_range,0.21428571428571427,0.42857142857142855
0.5,5006,chem_group_range,1.2857142857142858,1.2142857142857142
0.5,5007,chem_group_range,0.42857142857142855,0.2857142857142857
0.5,5009,chem_group_range,0.2857142857142857,1.0
0.5,5010,chem_group_range,0.21428571428571427,0.42857142857142855
0.5,5013,chem_group_range,0.5,0.07142857142857142
0.5,5017,chem_group_range,0.07142857142857142,0.2857142857142857
0.5,5021,chem_group_range,0.14285714285714285,0.5
0.5,5022,chem_group_range,0.9285714285714286,0.14285714285714285
0.5,5023,chem_group_range,0.35714285714285715,0.35714285714285715
0.5,5024,chem_group_range,0.14285714285714285,1.0714285714285714
0.5,5026,chem_group_range,0.21428571428571427,0.2857142857142857
0.5,5028,chem_group_range,0.07142857142857142,0.7857142857142857
0.5,5029,chem_group_range,0.5,0.9285714285714286
0.5,5030,chem_group_range,0.5714285714285714,0.21428571428571427
0.5,5031,chem_group_range,0.2857142857142857,0.5714285714285714
0.5,5035,chem_group_range,1.2857142857142858,1.1428571428571428
0.5,5036,chem_group_range,0.07142857142857142,0.42857142857142855
0.5,5037,chem_group_range,0.7142857142857143,0.5714285714285714
0.5,5038,chem_group_range,0.07142857142857142,0.2857142857142857
0.5,5039,chem_group_range,0.21428571428571427,0.14285714285714285
0.5,5040,chem_group_range,0.14285714285714285,0.14285714285714285
0.5,5042,chem_group_range,0.14285714285714285,0.7142857142857143
0.5,5044,chem_group_range,1.0,1.2142857142857142
0.5,5047,chem_group_range,0.07142857142857142,0.9285714285714286
0.5,5050,chem_group_range,0.42857142857142855,0.5714285714285714
0.5,5052,chem_group_range,0.14285714285714285,1.0714285714285714
0.5,5055,chem_group_range,0.21428571428571427,0.14285714285714285
0.5,5056,chem_group_range,0.07142857142857142,0.0
0.5,5058,chem_group_range,0.07142857142857142,0.0
0.5,5059,chem_group_range,0.9285714285714286,1.0
0.5,5060,chem_group_range,0.9285714285714286,1.4285714285714286
0.5,5066,chem_group_range,0.07142857142857142,0.6428571428571429
0.5,5067,chem_group_range,0.5,1.0
0.5,5072,chem_group_range,0.35714285714285715,0.6428571428571429
0.5,5082,chem_group_range,0.42857142857142855,0.07142857142857142
0.5,5083,chem_group_range,0.5,0.5
0.5,5084,chem_group_range,0.42857142857142855,0.07142857142857142
0.5,5088,chem_group_range,0.2857142857142857,0.21428571428571427
0.5,5089,chem_group_range,0.14285714285714285,0.07142857142857142
0.5,5090,chem_group_range,1.0714285714285714,1.4285714285714286
0.5,5091,chem_group_range,1.3571428571428572,1.5714285714285714
0.5,5096,chem_group_range,0.42857142857142855,0.5714285714285714
0.5,5099,chem_group_range,0.14285714285714285,0.5714285714285714
0.5,5101,chem_group_range,0.14285714285714285,0.42857142857142855
0.5,5104,chem_group_range,0.14285714285714285,0.07142857142857142
0.5,5105,chem_group_range,0.21428571428571427,0.07142857142857142
0.5,5107,chem_group_range,0.14285714285714285,0.5714285714285714
0.5,5110,chem_group_range,0.6428571428571429,0.2857142857142857
0.5,5112,chem_group_range,0.42857142857142855,0.5
0.5,5113,chem_group_range,0.7142857142857143,0.7857142857142857
0.5,5115,chem_group_range,0.42857142857142855,0.35714285714285715
0.5,5117,chem_group_range,1.2142857142857142,1.5
0.5,5118,chem_group_range,0.7857142857142857,0.21428571428571427
0.5,5119,chem_group_range,0.35714285714285715,0.6428571428571429
0.5,5123,chem_group_range,0.7857142857142857,0.8571428571428571
0.5,5125,chem_group_range,0.14285714285714285,0.5
0.5,5126,chem_group_range,0.21428571428571427,0.7142857142857143
0.5,5127,chem_group_range,0.14285714285714285,0.2857142857142857
0.5,5129,chem_group_range,0.42857142857142855,0.7142857142857143
0.5,5132,chem_group_range,0.5,1.5
0.5,5133,chem_group_range,0.2857142857142857,0.14285714285714285
0.5,5135,chem_group_range,0.21428571428571427,0.35714285714285715
0.5,5137,chem_group_range,0.8571428571428571,0.7857142857142857
0.5,5140,chem_group_range,0.07142857142857142,1.4285714285714286
0.5,5141,chem_group_range,0.6428571428571429,0.21428571428571427
0.5,5142,chem_group_range,0.35714285714285715,1.0714285714285714
0.5,5148,chem_group_range,0.35714285714285715,0.5
0.5,5150,chem_group_range,0.07142857142857142,0.7142857142857143
0.5,5156,chem_group_range,1.7142857142857142,1.1428571428571428
0.5,5157,chem_group_range,0.21428571428571427,0.14285714285714285
0.5,5158,chem_group_range,0.5714285714285714,0.07142857142857142
0.5,5161,chem_group_range,0.14285714285714285,0.6428571428571429
0.5,5162,chem_group_range,0.14285714285714285,0.07142857142857142
0.5,5164,chem_group_range,0.6428571428571429,0.0
0.5,5166,chem_group_range,0.14285714285714285,0.0
0.5,5167,chem_group_range,0.14285714285714285,0.5714285714285714
0.5,5168,chem_group_range,0.5,0.07142857142857142
0.5,5170,chem_group_range,0.5,0.8571428571428571
0.5,5172,chem_group_range,0.14285714285714285,0.35714285714285715
0.5,5175,chem_group_range,0.9285714285714286,0.42857142857142855
0.5,5177,chem_group_range,0.0,0.0
0.5,5178,chem_group_range,0.0,0.2857142857142857
0.5,5181,chem_group_range,0.07142857142857142,0.5
0.5,5182,chem_group_range,0.21428571428571427,1.0714285714285714
0.5,5184,chem_group_range,0.0,0.7142857142857143
0.5,5188,chem_group_range,0.5,0.2857142857142857
0.5,5189,chem_group_range,0.6428571428571429,0.21428571428571427
0.5,5191,chem_group_range,1.1428571428571428,1.3571428571428572
0.5,5192,chem_group_range,1.1428571428571428,1.0714285714285714
0.5,5194,chem_group_range,0.7857142857142857,0.14285714285714285
0.5,5195,chem_group_range,0.7857142857142857,0.5714285714285714
0.5,5196,chem_group_range,0.14285714285714285,0.07142857142857142
0.5,5197,chem_group_range,0.21428571428571427,0.6428571428571429
0.5,5199,chem_group_range,0.21428571428571427,1.8571428571428572
0.5,5200,chem_group_range,1.0,0.35714285714285715
0.5,5201,chem_group_range,0.14285714285714285,0.35714285714285715
0.5,5202,chem_group_range,0.07142857142857142,0.14285714285714285
0.5,5203,chem_group_range,0.14285714285714285,0.14285714285714285
0.5,5206,chem_group_range,0.9285714285714286,0.2857142857142857
0.5,5209,chem_group_range,0.2857142857142857,0.0
0.5,5210,chem_group_range,1.0714285714285714,0.6428571428571429
0.5,5211,chem_group_range,0.0,0.2857142857142857
0.5,5212,chem_group_range,0.6428571428571429,0.35714285714285715
0.5,5213,chem_group_range,0.42857142857142855,0.2857142857142857
0.5,5216,chem_group_range,0.7857142857142857,0.7142857142857143
0.5,5218,chem_group_range,0.0,0.5
0.5,5220,chem_group_range,0.07142857142857142,0.35714285714285715
0.5,5222,chem_group_range,0.35714285714285715,0.07142857142857142
0.5,5226,chem_group_range,0.7142857142857143,1.0714285714285714
0.5,5227,chem_group_range,0.14285714285714285,0.8571428571428571
0.5,5230,chem_group_range,0.8571428571428571,0.9285714285714286
0.5,5231,chem_group_range,0.07142857142857142,0.14285714285714285
0.5,5232,chem_group_range,0.35714285714285715,0.2857142857142857
0.5,5234,chem_group_range,1.0714285714285714,1.2142857142857142
0.5,5235,chem_group_range,0.21428571428571427,0.5714285714285714
0.5,5236,chem_group_range,1.2142857142857142,1.0
0.5,5237,chem_group_range,0.14285714285714285,0.5
0.5,5239,chem_group_range,0.0,0.2857142857142857
0.5,5240,chem_group_range,0.21428571428571427,0.0
0.5,5241,chem_group_range,0.35714285714285715,0.9285714285714286
0.5,5242,chem_group_range,0.42857142857142855,0.7857142857142857
0.5,5245,chem_group_range,0.07142857142857142,0.07142857142857142
0.5,5246,chem_group_range,0.35714285714285715,0.07142857142857142
0.5,5249,chem_group_range,0.5714285714285714,0.14285714285714285
0.5,5250,chem_group_range,0.2857142857142857,0.21428571428571427
0.5,5252,chem_group_range,1.0,1.4285714285714286
0.5,5253,chem_group_range,0.21428571428571427,0.07142857142857142
0.5,5256,chem_group_range,0.2857142857142857,0.21428571428571427
0.5,5257,chem_group_range,1.1428571428571428,0.8571428571428571
0.5,5259,chem_group_range,0.7142857142857143,0.21428571428571427
0.5,5262,chem_group_range,0.5714285714285714,0.5
0.5,5266,chem_group_range,0.2857142857142857,0.14285714285714285
0.5,5268,chem_group_range,0.07142857142857142,0.5
0.5,5270,chem_group_range,0.14285714285714285,0.21428571428571427
0.5,5272,chem_group_range,0.35714285714285715,0.5714285714285714
0.5,5274,chem_group_range,0.7142857142857143,1.2857142857142858
0.5,5279,chem_group_range,1.0714285714285714,1.0
0.5,5281,chem_group_range,0.14285714285714285,0.21428571428571427
0.5,5283,chem_group_range,0.07142857142857142,0.2857142857142857
0.5,5284,chem_group_range,0.2857142857142857,0.6428571428571429
0.5,5285,chem_group_range,0.5,0.07142857142857142
0.5,5288,chem_group_range,0.0,0.2857142857142857
0.5,5291,chem_group_range,0.5,0.5714285714285714
0.5,5294,chem_group_range,1.4285714285714286,1.8571428571428572
0.5,5295,chem_group_range,0.21428571428571427,0.5
0.5,5296,chem_group_range,0.21428571428571427,0.6428571428571429
0.5,5298,chem_group_range,0.2857142857142857,1.0
0.5,5299,chem_group_range,0.14285714285714285,0.7142857142857143
0.5,5302,chem_group_range,0.35714285714285715,0.6428571428571429
0.5,5303,chem_group_range,0.14285714285714285,0.6428571428571429
0.5,5306,chem_group_range,0.42857142857142855,1.0714285714285714
0.5,5308,chem_group_range,0.9285714285714286,0.14285714285714285
0.5,5310,chem_group_range,1.4285714285714286,1.3571428571428572
0.5,5311,chem_group_range,0.35714285714285715,0.7142857142857143
0.5,5312,chem_group_range,0.6428571428571429,0.7142857142857143
0.5,5315,chem_group_range,0.21428571428571427,0.14285714285714285
0.5,5316,chem_group_range,1.2857142857142858,0.07142857142857142
0.5,5319,chem_group_range,0.0,0.9285714285714286
0.5,5321,chem_group_range,0.5714285714285714,0.5
0.5,5323,chem_group_range,0.21428571428571427,0.07142857142857142
0.5,5326,chem_group_range,0.14285714285714285,0.0
0.5,5328,chem_group_range,0.6428571428571429,1.0714285714285714
0.5,5329,chem_group_range,0.2857142857142857,0.5
0.5,5330,chem_group_range,0.14285714285714285,0.7857142857142857
0.5,5335,chem_group_range,0.14285714285714285,0.7142857142857143
0.5,5341,chem_group_range,0.2857142857142857,0.07142857142857142
0.5,5342,chem_group_range,1.1428571428571428,0.8571428571428571
0.5,5343,chem_group_range,0.21428571428571427,0.5
0.5,5345,chem_group_range,0.42857142857142855,0.5
0.5,5346,chem_group_range,0.14285714285714285,0.5
0.5,5347,chem_group_range,0.42857142857142855,0.5714285714285714
0.5,5348,chem_group_range,0.14285714285714285,1.3571428571428572
0.5,5350,chem_group_range,1.0714285714285714,1.4285714285714286
0.5,5352,chem_group_range,0.14285714285714285,1.5
0.5,5354,chem_group_range,1.0714285714285714,1.5714285714285714
0.5,5356,chem_group_range,0.14285714285714285,0.07142857142857142
0.5,5358,chem_group_range,1.2142857142857142,0.7857142857142857
0.5,5359,chem_group_range,0.14285714285714285,0.07142857142857142
0.5,5360,chem_group_range,0.42857142857142855,0.42857142857142855
0.5,5361,chem_group_range,0.42857142857142855,0.8571428571428571
0.5,5365,chem_group_range,0.07142857142857142,0.14285714285714285
0.5,5368,chem_group_range,0.8571428571428571,0.9285714285714286
0.5,5376,chem_group_range,0.21428571428571427,0.7142857142857143
0.5,5378,chem_group_range,0.07142857142857142,0.8571428571428571
0.5,5380,chem_group_range,0.42857142857142855,0.42857142857142855
0.5,5381,chem_group_range,1.1428571428571428,0.9285714285714286
0.5,5382,chem_group_range,0.7857142857142857,0.07142857142857142
0.5,5383,chem_group_range,0.07142857142857142,0.21428571428571427
0.5,5386,chem_group_range,1.1428571428571428,1.2857142857142858
0.5,5388,chem_group_range,0.42857142857142855,0.7142857142857143
0.5,5395,chem_group_range,0.7857142857142857,1.5714285714285714
0.5,5399,chem_group_range,0.5714285714285714,0.42857142857142855
0.5,5401,chem_group_range,0.21428571428571427,0.21428571428571427
0.5,5402,chem_group_range,0.42857142857142855,0.07142857142857142
0.5,5405,chem_group_range,1.0,0.7857142857142857
0.5,5406,chem_group_range,1.7142857142857142,1.7142857142857142
0.5,5407,chem_group_range,0.2857142857142857,0.14285714285714285
0.5,5408,chem_group_range,0.2857142857142857,1.0714285714285714
0.5,5409,chem_group_range,0.14285714285714285,0.14285714285714285
0.5,5412,chem_group_range,0.2857142857142857,0.14285714285714285
0.5,5413,chem_group_range,1.4285714285714286,1.2857142857142858
0.5,5415,chem_group_range,0.5,0.0
0.5,5420,chem_group_range,0.14285714285714285,0.5714285714285714
0.5,5421,chem_group_range,1.5,1.6428571428571428
0.5,5423,chem_group_range,0.0,0.8571428571428571
0.5,5426,chem_group_range,0.5714285714285714,1.0
0.5,5427,chem_group_range,0.2857142857142857,1.0714285714285714
0.5,5428,chem_group_range,0.14285714285714285,0.14285714285714285
0.5,5429,chem_group_range,0.14285714285714285,0.42857142857142855
0.5,5430,chem_group_range,0.5714285714285714,0.9285714285714286
0.5,5431,chem_group_range,0.2857142857142857,0.42857142857142855
0.5,5435,chem_group_range,0.8571428571428571,1.6428571428571428
0.5,5437,chem_group_range,0.21428571428571427,0.0
0.5,5438,chem_group_range,1.3571428571428572,1.5714285714285714
0.5,5441,chem_group_range,0.8571428571428571,0.07142857142857142
0.5,5442,chem_group_range,0.07142857142857142,0.21428571428571427
0.5,5444,chem_group_range,1.0,1.2857142857142858
0.5,5446,chem_group_range,0.07142857142857142,0.42857142857142855
0.5,5447,chem_group_range,0.2857142857142857,0.5714285714285714
0.5,5451,chem_group_range,1.5714285714285714,1.4285714285714286
0.5,5452,chem_group_range,0.07142857142857142,0.21428571428571427
0.5,5453,chem_group_range,0.35714285714285715,0.5
0.5,5455,chem_group_range,0.07142857142857142,0.6428571428571429
0.5,5456,chem_group_range,1.6428571428571428,0.9285714285714286
0.5,5464,chem_group_range,1.5714285714285714,0.8571428571428571
0.5,5467,chem_group_range,0.5,0.7857142857142857
0.5,5468,chem_group_range,0.07142857142857142,0.35714285714285715
0.5,5471,chem_group_range,0.14285714285714285,0.7857142857142857
0.5,5475,chem_group_range,1.4285714285714286,1.7857142857142858
0.5,5479,chem_group_range,1.2142857142857142,0.7142857142857143
0.5,5481,chem_group_range,0.2857142857142857,0.7857142857142857
0.5,5483,chem_group_range,0.07142857142857142,0.6428571428571429
0.5,5484,chem_group_range,0.14285714285714285,0.2857142857142857
0.5,5487,chem_group_range,0.07142857142857142,0.07142857142857142
0.5,5488,chem_group_range,0.2857142857142857,0.35714285714285715
0.5,5489,chem_group_range,0.0,0.14285714285714285
0.5,5490,chem_group_range,0.14285714285714285,0.5714285714285714
0.5,5491,chem_group_range,0.0,0.42857142857142855
0.5,5492,chem_group_range,0.0,0.2857142857142857
0.5,5493,chem_group_range,0.7857142857142857,1.0714285714285714
0.5,5495,chem_group_range,0.35714285714285715,0.21428571428571427
0.5,5496,chem_group_range,1.2857142857142858,1.5714285714285714
0.5,5502,chem_group_range,0.6428571428571429,0.21428571428571427
0.5,5503,chem_group_range,0.14285714285714285,0.0
0.5,5505,chem_group_range,0.5,0.5
0.5,5511,chem_group_range,1.0714285714285714,0.0
0.5,5513,chem_group_range,0.2857142857142857,0.42857142857142855
0.5,5514,chem_group_range,1.1428571428571428,0.7857142857142857
0.5,5516,chem_group_range,0.14285714285714285,0.35714285714285715
0.5,5519,chem_group_range,0.21428571428571427,0.2857142857142857
0.5,5521,chem_group_range,0.5,0.7142857142857143
0.5,5523,chem_group_range,0.14285714285714285,0.5
0.5,5526,chem_group_range,0.07142857142857142,0.35714285714285715
0.5,5527,chem_group_range,0.14285714285714285,1.1428571428571428
0.5,5530,chem_group_range,0.2857142857142857,0.21428571428571427
0.5,5532,chem_group_range,0.5,0.2857142857142857
0.5,5533,chem_group_range,0.21428571428571427,0.42857142857142855
0.5,5536,chem_group_range,0.2857142857142857,0.35714285714285715
0.5,5538,chem_group_range,0.35714285714285715,0.07142857142857142
0.5,5540,chem_group_range,0.2857142857142857,0.6428571428571429
0.5,5541,chem_group_range,0.07142857142857142,0.6428571428571429
0.5,5542,chem_group_range,0.9285714285714286,0.21428571428571427
0.5,5548,chem_group_range,0.2857142857142857,0.14285714285714285
0.5,5549,chem_group_range,0.14285714285714285,0.5
0.5,5550,chem_group_range,0.07142857142857142,0.21428571428571427
0.5,5551,chem_group_range,0.7142857142857143,0.42857142857142855
0.5,5552,chem_group_range,0.07142857142857142,0.42857142857142855
0.5,5553,chem_group_range,0.6428571428571429,0.2857142857142857
0.5,5554,chem_group_range,0.35714285714285715,0.5714285714285714
0.5,5555,chem_group_range,0.14285714285714285,0.8571428571428571
0.5,5558,chem_group_range,0.2857142857142857,0.07142857142857142
0.5,5561,chem_group_range,0.8571428571428571,1.0
0.5,5566,chem_group_range,0.14285714285714285,0.7857142857142857
0.5,5568,chem_group_range,0.07142857142857142,0.21428571428571427
0.5,5570,chem_group_range,0.14285714285714285,0.35714285714285715
0.5,5571,chem_group_range,0.2857142857142857,1.0
0.5,5572,chem_group_range,0.07142857142857142,0.0
0.5,5574,chem_group_range,0.2857142857142857,1.3571428571428572
0.5,5576,chem_group_range,0.9285714285714286,0.8571428571428571
0.5,5579,chem_group_range,0.21428571428571427,0.7857142857142857
0.5,5582,chem_group_range,0.14285714285714285,0.35714285714285715
0.5,5583,chem_group_range,0.07142857142857142,0.35714285714285715
0.5,5585,chem_group_range,0.21428571428571427,0.7857142857142857
0.5,5586,chem_group_range,0.21428571428571427,0.07142857142857142
0.5,5587,chem_group_range,0.42857142857142855,0.07142857142857142
0.5,5591,chem_group_range,0.9285714285714286,1.3571428571428572
0.5,5595,chem_group_range,0.7857142857142857,1.2142857142857142
0.5,5601,chem_group_range,1.3571428571428572,1.2142857142857142
0.5,5603,chem_group_range,0.07142857142857142,0.5714285714285714
0.5,5605,chem_group_range,0.14285714285714285,1.0
0.5,5607,chem_group_range,0.0,1.0
0.5,5608,chem_group_range,0.2857142857142857,0.35714285714285715
0.5,5609,chem_group_range,0.7857142857142857,0.5
0.5,5610,chem_group_range,0.5714285714285714,0.2857142857142857
0.5,5613,chem_group_range,0.14285714285714285,1.2142857142857142
0.5,5615,chem_group_range,0.14285714285714285,1.0714285714285714
0.5,5617,chem_group_range,0.14285714285714285,0.35714285714285715
0.5,5618,chem_group_range,0.07142857142857142,0.5714285714285714
0.5,5619,chem_group_range,0.8571428571428571,1.4285714285714286
0.5,5621,chem_group_range,0.5,0.2857142857142857
0.5,5622,chem_group_range,0.35714285714285715,0.21428571428571427
0.5,5624,chem_group_range,0.42857142857142855,0.5
0.5,5625,chem_group_range,0.21428571428571427,0.21428571428571427
0.5,5626,chem_group_range,0.21428571428571427,0.14285714285714285
0.5,5627,chem_group_range,0.07142857142857142,0.42857142857142855
0.5,5628,chem_group_range,0.42857142857142855,0.7142857142857143
0.5,5629,chem_group_range,1.4285714285714286,1.9285714285714286
0.5,5634,chem_group_range,0.8571428571428571,1.3571428571428572
0.5,5637,chem_group_range,0.2857142857142857,1.2142857142857142
0.5,5638,chem_group_range,0.5714285714285714,0.5
0.5,5640,chem_group_range,0.9285714285714286,0.35714285714285715
0.5,5641,chem_group_range,0.14285714285714285,0.2857142857142857
0.5,5642,chem_group_range,0.8571428571428571,0.2857142857142857
0.5,5643,chem_group_range,0.42857142857142855,0.5
0.5,5651,chem_group_range,1.4285714285714286,0.8571428571428571
0.5,5655,chem_group_range,0.35714285714285715,0.5
0.5,5656,chem_group_range,0.6428571428571429,1.0714285714285714
0.5,5657,chem_group_range,0.07142857142857142,0.5714285714285714
0.5,5663,chem_group_range,0.21428571428571427,0.7857142857142857
0.5,5665,chem_group_range,0.2857142857142857,0.07142857142857142
0.5,5675,chem_group_range,0.42857142857142855,0.7142857142857143
0.5,5676,chem_group_range,0.8571428571428571,0.21428571428571427
0.5,5678,chem_group_range,0.21428571428571427,0.8571428571428571
0.5,5679,chem_group_range,0.14285714285714285,0.8571428571428571
0.5,5680,chem_group_range,0.14285714285714285,0.35714285714285715
0.5,5682,chem_group_range,0.2857142857142857,0.42857142857142855
0.5,5683,chem_group_range,0.14285714285714285,0.35714285714285715
0.5,5684,chem_group_range,0.14285714285714285,0.42857142857142855
0.5,5686,chem_group_range,0.8571428571428571,0.21428571428571427
0.5,5687,chem_group_range,0.6428571428571429,1.2142857142857142
0.5,5689,chem_group_range,0.5714285714285714,0.5714285714285714
0.5,5690,chem_group_range,0.14285714285714285,0.42857142857142855
0.5,5691,chem_group_range,0.5714285714285714,0.35714285714285715
0.5,5694,chem_group_range,0.42857142857142855,0.07142857142857142
0.5,5695,chem_group_range,0.21428571428571427,0.7857142857142857
0.5,5696,chem_group_range,0.21428571428571427,0.42857142857142855
0.5,5698,chem_group_range,0.5,1.2142857142857142
0.5,5700,chem_group_range,0.2857142857142857,0.7142857142857143
0.5,5701,chem_group_range,1.2142857142857142,1.5
0.5,5703,chem_group_range,0.5714285714285714,0.21428571428571427
0.5,5704,chem_group_range,0.07142857142857142,0.42857142857142855
0.5,5705,chem_group_range,0.2857142857142857,0.21428571428571427
0.5,5706,chem_group_range,0.9285714285714286,0.42857142857142855
0.5,5707,chem_group_range,0.0,0.5
0.5,5711,chem_group_range,1.2857142857142858,0.6428571428571429
0.5,5713,chem_group_range,1.0,0.8571428571428571
0.5,5714,chem_group_range,1.1428571428571428,1.2142857142857142
0.5,5717,chem_group_range,0.21428571428571427,0.7857142857142857
0.5,5719,chem_group_range,0.2857142857142857,0.2857142857142857
0.5,5722,chem_group_range,0.14285714285714285,0.5
0.5,5726,chem_group_range,0.14285714285714285,0.7142857142857143
0.5,5727,chem_group_range,0.07142857142857142,0.6428571428571429
0.5,5728,chem_group_range,0.42857142857142855,0.07142857142857142
0.5,5731,chem_group_range,0.2857142857142857,0.42857142857142855
0.5,5732,chem_group_range,0.14285714285714285,0.7142857142857143
0.5,5734,chem_group_range,0.0,0.6428571428571429
0.5,5735,chem_group_range,1.3571428571428572,1.7142857142857142
0.5,5736,chem_group_range,0.2857142857142857,0.6428571428571429
0.5,5737,chem_group_range,0.14285714285714285,0.8571428571428571
0.5,5738,chem_group_range,1.6428571428571428,1.5
0.5,5739,chem_group_range,1.0714285714285714,0.42857142857142855
0.5,5741,chem_group_range,0.7857142857142857,0.21428571428571427
0.5,5742,chem_group_range,0.0,0.6428571428571429
0.5,5743,chem_group_range,0.14285714285714285,0.2857142857142857
0.5,5744,chem_group_range,0.21428571428571427,0.42857142857142855
0.5,5745,chem_group_range,0.9285714285714286,0.2857142857142857
0.5,5746,chem_group_range,0.14285714285714285,0.7142857142857143
0.5,5747,chem_group_range,1.1428571428571428,1.5714285714285714
0.5,5748,chem_group_range,0.6428571428571429,0.07142857142857142
0.5,5750,chem_group_range,0.14285714285714285,0.42857142857142855
0.5,5752,chem_group_range,0.2857142857142857,0.8571428571428571
0.5,5754,chem_group_range,0.0,0.07142857142857142
0.5,5755,chem_group_range,0.2857142857142857,0.5714285714285714
0.5,5757,chem_group_range,0.07142857142857142,0.5
0.5,5758,chem_group_range,1.3571428571428572,1.6428571428571428
0.5,5759,chem_group_range,0.8571428571428571,0.7142857142857143
0.5,5760,chem_group_range,0.07142857142857142,0.14285714285714285
0.5,5761,chem_group_range,0.8571428571428571,0.9285714285714286
0.5,5762,chem_group_range,0.14285714285714285,0.7142857142857143
0.5,5764,chem_group_range,0.21428571428571427,0.7857142857142857
0.5,5765,chem_group_range,0.5,0.2857142857142857
0.5,5767,chem_group_range,0.2857142857142857,0.21428571428571427
0.5,5768,chem_group_range,1.0714285714285714,1.3571428571428572
0.5,5769,chem_group_range,0.14285714285714285,0.21428571428571427
0.5,5770,chem_group_range,0.7857142857142857,0.9285714285714286
0.5,5772,chem_group_range,1.2142857142857142,2.0
0.5,5773,chem_group_range,0.5714285714285714,0.21428571428571427
0.5,5775,chem_group_range,0.42857142857142855,0.5714285714285714
0.5,5779,chem_group_range,0.9285714285714286,1.4285714285714286
0.5,5780,chem_group_range,0.21428571428571427,0.6428571428571429
0.5,5781,chem_group_range,0.42857142857142855,0.7857142857142857
0.5,5782,chem_group_range,0.07142857142857142,0.7857142857142857
0.5,5785,chem_group_range,0.5714285714285714,0.7142857142857143
0.5,5786,chem_group_range,0.14285714285714285,0.14285714285714285
0.5,5787,chem_group_range,0.07142857142857142,0.5714285714285714
0.5,5788,chem_group_range,1.1428571428571428,0.5714285714285714
0.5,5791,chem_group_range,0.0,0.7142857142857143
0.5,5794,chem_group_range,0.14285714285714285,0.6428571428571429
0.5,5798,chem_group_range,0.35714285714285715,0.07142857142857142
0.5,5800,chem_group_range,0.14285714285714285,1.3571428571428572
0.5,5801,chem_group_range,0.5714285714285714,0.35714285714285715
0.5,5802,chem_group_range,0.21428571428571427,1.3571428571428572
0.5,5804,chem_group_range,0.7857142857142857,0.5
0.5,5805,chem_group_range,0.7142857142857143,1.3571428571428572
0.5,5806,chem_group_range,0.5,0.7142857142857143
0.5,5807,chem_group_range,0.0,0.07142857142857142
0.5,5808,chem_group_range,0.14285714285714285,0.42857142857142855
0.5,5810,chem_group_range,1.0,1.6428571428571428
0.5,5811,chem_group_range,0.7857142857142857,0.6428571428571429
0.5,5813,chem_group_range,0.7857142857142857,0.14285714285714285
0.5,5816,chem_group_range,1.2857142857142858,0.5714285714285714
0.5,5817,chem_group_range,1.0,0.6428571428571429
0.5,5818,chem_group_range,0.6428571428571429,0.21428571428571427
0.5,5819,chem_group_range,0.07142857142857142,0.21428571428571427
0.5,5821,chem_group_range,1.0714285714285714,1.1428571428571428
0.5,5824,chem_group_range,0.0,0.2857142857142857
0.5,5825,chem_group_range,0.14285714285714285,0.2857142857142857
0.5,5826,chem_group_range,0.5714285714285714,0.21428571428571427
0.5,5827,chem_group_range,0.07142857142857142,0.2857142857142857
0.5,5828,chem_group_range,0.42857142857142855,0.21428571428571427
0.5,5830,chem_group_range,0.2857142857142857,0.7857142857142857
0.5,5832,chem_group_range,0.2857142857142857,0.2857142857142857
0.5,5833,chem_group_range,0.42857142857142855,0.0
0.5,5834,chem_group_range,0.7857142857142857,1.5714285714285714
0.5,5835,chem_group_range,0.07142857142857142,0.42857142857142855
0.5,5836,chem_group_range,0.07142857142857142,0.07142857142857142
0.5,5837,chem_group_range,0.42857142857142855,0.2857142857142857
0.5,5841,chem_group_range,0.35714285714285715,0.14285714285714285
0.5,5842,chem_group_range,0.21428571428571427,0.0
0.5,5846,chem_group_range,1.5,1.1428571428571428
0.5,5849,chem_group_range,0.42857142857142855,0.14285714285714285
0.5,5851,chem_group_range,0.35714285714285715,0.6428571428571429
0.5,5852,chem_group_range,0.21428571428571427,0.14285714285714285
0.5,5854,chem_group_range,0.07142857142857142,0.42857142857142855
0.5,5855,chem_group_range,0.6428571428571429,0.14285714285714285
0.5,5856,chem_group_range,1.1428571428571428,1.2142857142857142
0.5,5857,chem_group_range,0.5,0.14285714285714285
0.5,5859,chem_group_range,0.21428571428571427,0.7142857142857143
0.5,5862,chem_group_range,0.5,0.2857142857142857
0.5,5865,chem_group_range,0.21428571428571427,0.5714285714285714
0.5,5866,chem_group_range,0.14285714285714285,0.14285714285714285
0.5,5867,chem_group_range,0.35714285714285715,0.35714285714285715
0.5,5868,chem_group_range,0.14285714285714285,0.14285714285714285
0.5,5870,chem_group_range,0.5714285714285714,0.14285714285714285
