masking_level,row,coordinate,loss_model,loss_ind
0.1,6183,epsx,0.054332455928837016,0.28701120455626894
0.1,6222,epsx,0.06740764714097855,0.40906425161919485
0.1,6228,epsx,0.2875209609825463,0.16274310079210894
0.1,6235,epsx,0.13948011567925808,0.11894316613139182
0.1,6237,epsx,0.10238708421463444,1.1716005771127311
0.1,6271,epsx,0.007802207171979535,0.14994601410509478
0.1,6279,epsx,0.01898995492567427,0.3196765674933706
0.1,6283,epsx,0.21594052352718437,0.32832714627167264
0.1,6302,epsx,0.4809729135360807,0.6625244372891104
0.1,6303,epsx,0.5355052379917674,0.7423172096886727
0.1,6385,epsx,0.034162848841633495,0.34654757680803844
0.1,6386,epsx,0.015136832010503181,0.739955460490668
0.1,6396,epsx,0.29267842468150157,1.0586956408796537
0.1,6397,epsx,0.23163295336920578,0.6866529081329069
0.1,6426,epsx,0.0742875252395137,0.9073731621798627
0.1,6432,epsx,0.17975087335517223,0.28255236387318317
0.1,6440,epsx,0.2895135340636788,0.5100027474282206
0.1,6446,epsx,0.7665092472810697,0.630311376217051
0.1,6470,epsx,0.0075143231470674796,0.5179155851915147
0.1,6504,epsx,0.05490944641613423,0.5890645022188769
0.1,6516,epsx,0.023434126359083058,0.8996485797874241
0.1,6532,epsx,0.06406183577713863,0.9661057817930773
0.1,6561,epsx,0.04736211745729338,0.1659947844705211
0.1,6565,epsx,0.0013569055951268723,0.2987019853301391
0.1,6606,epsx,0.10123554811498621,1.614250687086262
0.1,6615,epsx,0.02688017759571609,0.027841013449562687
0.1,6630,epsx,0.14156926132076422,0.41289781553479654
0.1,6633,epsx,0.009493449415995801,0.08544593449385438
0.1,6651,epsx,0.027128332402752798,0.15317141537783557
0.1,6669,epsx,0.11551667389432818,0.20563476441032208
0.1,6672,epsx,1.369538875192496,1.915958646162723
0.1,6673,epsx,0.10873275713743041,0.3513480887648522
0.1,6701,epsx,0.02172576999044359,0.503639349162065
0.1,6803,epsx,0.19183405655790334,0.4279857500463763
0.1,6825,epsx,0.021880408330789133,0.26385579394104974
0.1,6837,epsx,0.7521101562855751,0.5199399416469472
0.1,6845,epsx,0.031491822962937815,0.5760369860681858
0.1,6849,epsx,0.4272797924056684,1.1835926887237171
0.1,6853,epsx,0.8407197589597792,1.861583404922328
0.1,6866,epsx,0.06235042331481642,1.0188979665058244
0.1,6873,epsx,0.026940688250633907,0.2141417067855365
0.1,6890,epsx,0.06105647324955358,0.001462646436548925
0.1,6913,epsx,0.0024772695392113655,0.5485663711729685
0.1,6927,epsx,0.9966220996524917,2.2960254584828146
0.1,6953,epsx,0.09597539966829159,0.4380653582307174
0.1,6974,epsx,0.0011845419114215666,0.38466928940626516
0.1,6987,epsx,0.048493483338635665,0.02046176964327133
0.1,7060,epsx,0.14534781555007698,0.3090114117594207
0.1,7066,epsx,0.02890392283241207,0.5836539939629926
0.1,7076,epsx,0.08647033709630148,0.3354814615829159
0.1,7079,epsx,0.039056877265138436,0.09904127285079448
0.1,7103,epsx,0.009084544081248085,0.3684206505139891
0.1,7108,epsx,0.4664540236682232,0.6115866902230368
0.1,7121,epsx,0.681065146443425,1.23193458981569
0.1,7138,epsx,0.09188390144586851,0.23381806035234928
0.1,7149,epsx,0.01817642278733469,0.22732141640162692
0.1,7156,epsx,0.31471713866505546,0.10750909722686999
0.1,7179,epsx,0.035138965163893726,0.19017887621934318
0.1,7229,epsx,0.8365280208645628,0.4666862867881097
0.1,7232,epsx,0.37992806566689613,0.1838692652020032
0.1,7327,epsx,2.1715770451913743,3.607577400920679
0.1,7407,epsx,0.0322032815722746,0.26499999541585945
0.1,7436,epsx,0.01336307523705352,0.8208465929597993
0.1,7525,epsx,0.38270972213690624,0.6870477554367143
0.1,7526,epsx,0.27794316338090747,0.18974002116650476
0.1,7527,epsx,0.9229836887111873,2.0147028667075575
0.1,7536,epsx,0.030433192111244258,0.39053271074592827
0.1,7546,epsx,0.2209445713232672,0.12572524923208006
0.1,7579,epsx,0.3002165853592943,1.6260258160457755
0.1,7627,epsx,0.23472021920748776,0.9663502692876949
0.1,7632,epsx,0.0036544768257944144,0.48522882959863406
0.1,7648,epsx,0.04968291499994957,0.2348956389848757
0.1,7658,epsx,0.6446493453388918,1.618752313080906
0.1,7665,epsx,0.015109327167358726,0.02736609649126828
0.1,7693,epsx,0.10774747253412206,0.25365455322813646
0.1,7714,epsx,0.005851196964932264,0.317105781487468
0.1,7769,epsx,0.5446478478529874,0.3562696220315016
0.1,7799,epsx,0.13021220597704689,0.07566337861547344
0.1,7802,epsx,0.03364514657178105,0.1273394779152918
0.1,7812,epsx,0.3319834567536767,0.7382483265595017
0.1,7899,epsx,0.5646298107880718,0.1974047041227621
0.1,7967,epsx,0.005410508255884275,0.3957152344130818
0.1,7999,epsx,0.024259271653416938,0.13657377058699313
0.1,39,epsy,0.23154844786944426,0.3001851995574689
0.1,41,epsy,0.04459215770419507,0.5671215240843122
0.1,74,epsy,0.02991497864194093,0.4477501373398526
0.1,85,epsy,2.3263809693378317,3.33506389156467
0.1,94,epsy,0.09216394345706853,0.4484970226546081
0.1,185,epsy,0.27348907139998385,0.023765196787845305
0.1,211,epsy,0.82292457036594,1.0118895985415344
0.1,217,epsy,0.1746409000363703,0.4673158542691008
0.1,236,epsy,0.24811201453595866,0.38096812041471306
0.1,241,epsy,0.4047795790476451,0.14687344494003465
0.1,246,epsy,0.016978097146831145,0.21833764755474191
0.1,294,epsy,0.01178277020189337,1.0132811061450644
0.1,307,epsy,1.8891852284711221,3.352942268565229
0.1,329,epsy,0.0007560159420752953,0.1572720120402539
0.1,334,epsy,0.08655104248937424,0.5921595303205307
0.1,360,epsy,0.6448304670772406,0.487980898727647
0.1,376,epsy,0.3532286659088247,0.3782471934734276
0.1,384,epsy,0.058509668573446,0.16431294312075712
0.1,409,epsy,0.2797252898593731,1.227021787198556
0.1,469,epsy,0.009780119276428214,0.45755703978975215
0.1,486,epsy,0.17706842948644785,0.28517262211833594
0.1,494,epsy,0.03856168271374418,0.80466940281132
0.1,505,epsy,0.025941329632385754,0.033930019828679006
0.1,508,epsy,0.018059772129977537,0.4379858444841118
0.1,623,epsy,2.538893885371061,3.2161715584002533
0.1,658,epsy,0.002630838085063967,0.07126028527123288
0.1,661,epsy,0.7225954112510634,2.112677419502107
0.1,664,epsy,0.16466660275227538,0.11257941743554158
0.1,681,epsy,0.2904988213881901,0.007075627464318301
0.1,694,epsy,0.01853943441850811,1.5586644327065158
0.1,707,epsy,0.004621923549257449,0.06729150592958155
0.1,724,epsy,0.336486747655331,0.4302710731074112
0.1,729,epsy,0.2522871460550364,0.040112671941125735
0.1,755,epsy,0.025611409631898768,0.24222884699959982
0.1,757,epsy,0.3917763483273452,0.4300507206347612
0.1,764,epsy,0.08769724057224684,0.12901941627899544
0.1,813,epsy,0.08801255156902221,0.4587196730018002
0.1,826,epsy,0.8636057760348423,0.6051974574246457
0.1,874,epsy,0.35273195978263017,1.2709748009903685
0.1,883,epsy,0.07150681220886611,0.15813820421865413
0.1,909,epsy,0.13034761819977506,0.19843348870617483
0.1,921,epsy,0.07057487951376366,0.08321471126673757
0.1,976,epsy,0.010610397654037488,0.1801643208563311
0.1,989,epsy,0.19966673210282918,0.1878170039672575
0.1,1022,epsy,0.02333544859532908,0.12530507708532115
0.1,1024,epsy,0.1726096398119699,0.520050705417049
0.1,1055,epsy,0.007093888718957802,0.6065451380170407
0.1,1074,epsy,0.05247432391509125,0.3396751627153876
0.1,1141,epsy,0.057136422224555616,0.15724705499224656
0.1,1182,epsy,0.01729523426907046,0.14436008759315141
0.1,1199,epsy,0.27037796231790107,0.3162684952269645
0.1,1217,epsy,0.1819849679438892,1.21073335676861
0.1,1218,epsy,0.0062471752121729465,0.2791884089729718
0.1,1222,epsy,0.27240435287439746,0.3333981607873036
0.1,1234,epsy,0.15388150576218673,0.12507315915139944
0.1,1236,epsy,0.3472937581509873,0.9665621209838554
0.1,1241,epsy,0.10376653594651887,0.6971550487042879
0.1,1260,epsy,0.05021662413316105,0.18568713296780393
0.1,1297,epsy,0.018917442389546034,0.46061945219279615
0.1,1303,epsy,0.09103844146278738,0.24219841157520058
0.1,1306,epsy,0.019189535083674585,0.2818551608588268
0.1,1321,epsy,0.2853314950336996,0.20876266303876403
0.1,1369,epsy,0.3365999674340959,0.044463720213230626
0.1,1381,epsy,0.1314627721497606,0.6983444650898074
0.1,1434,epsy,0.8935651903964063,0.1243421002573315
0.1,1448,epsy,0.002115261995742085,0.25541651639175866
0.1,1473,epsy,0.33204195827607663,0.21193159942720527
0.1,1505,epsy,0.04138061172159503,0.13171782100622556
0.1,1516,epsy,0.053590695282052694,0.23975505570443548
0.1,1524,epsy,0.8740159085963334,0.6894670605010584
0.1,1537,epsy,0.15221973158999208,1.1300009587158684
0.1,1539,epsy,0.08689739761903675,0.12076106822252557
0.1,1542,epsy,0.25207896775214605,0.482945662115049
0.1,1554,epsy,0.39734907453483276,1.3110266020826962
0.1,1560,epsy,0.21554245817792242,0.08330966979086299
0.1,1567,epsy,0.24520908375676614,0.24006245349086713
0.1,1585,epsy,0.30250863985610127,1.2290445255041245
0.1,1623,epsy,0.1693950502869299,0.47973898580035274
0.1,1627,epsy,0.02842607768033369,0.11545069537335897
0.1,1639,epsy,0.23019650631763322,0.5593282293126616
0.1,1650,epsy,1.0217500673383766,2.1391519777699664
0.1,1655,epsy,0.030904129934913843,0.708140410786923
0.1,1718,epsy,0.4480745789639476,0.7173239957451277
0.1,1727,epsy,0.04738552095555057,0.33724519843135825
0.1,1731,epsy,0.086190687064488,1.139005583378606
0.1,1744,epsy,0.04248541762728474,0.47695353575934113
0.1,1756,epsy,0.00651013727898175,0.5576171497529404
0.1,1758,epsy,0.008438525768912955,1.0144199997260812
0.1,1774,epsy,1.5922060965198612,2.5074291349187146
0.1,1798,epsy,0.02657803871081644,0.7548965271658988
0.1,1848,epsy,0.014969359136486145,0.5490191423601759
0.1,1850,epsy,0.4656699065175942,0.9099449270995497
0.1,1852,epsy,0.4960292423557625,1.6733572860123354
0.1,1861,epsy,0.34309245216692597,1.845987013204409
0.1,1885,epsy,0.34296949305235347,0.30538417875333457
0.1,1910,epsy,0.8949000881105534,2.5460736019868246
0.1,1940,epsy,0.41005890776392473,1.5802242786423975
0.1,1958,epsy,0.21861521862526226,0.23581914662113523
0.1,2018,epsy,0.02154462822368211,0.01764219810722096
0.1,2020,epsy,0.179951881594025,1.1286064075698987
0.1,2039,epsy,0.0238455463082591,0.1091779544046907
0.1,2050,epsy,0.1807182455803959,0.747884205384331
0.1,2063,epsy,0.043944491872980794,0.2980668940192868
0.1,2064,epsy,0.0023520495975676015,0.22387628608690222
0.1,2072,epsy,0.10405445506133497,0.11938416962270729
0.1,2074,epsy,0.0075181585350821475,0.28848947466935715
0.1,2112,epsy,0.16764988305188172,0.030492642997037106
0.1,2126,epsy,0.0452696502513205,0.05940690488473343
0.1,2132,epsy,0.061424164813910234,0.1860243574701466
0.1,2145,epsy,0.6125031766974217,1.1099464488707695
0.1,2166,epsy,0.30529652473106494,0.9909804619793069
0.1,2170,epsy,0.9489527931349859,2.3980083058273185
0.1,2184,epsy,0.6726612278563265,0.9317159948807616
0.1,2219,epsy,0.02264273833600408,0.0774520680109993
0.1,2379,epsy,0.6154639347829728,0.5544433436965953
0.1,2398,epsy,0.041883404932669226,0.4233957107356394
0.1,2405,epsy,0.014795268508922906,0.2535270852450584
0.1,2417,epsy,0.0047077514460631045,0.4105574400155829
0.1,2434,epsy,0.17060881501196884,1.3146977229737233
0.1,2453,epsy,0.3588756545518459,1.2770351026967306
0.1,2486,epsy,0.21175629138266608,0.7326111007123411
0.1,2489,epsy,0.40314763159136185,0.25693402665230114
0.1,2523,epsy,0.5976659073028279,0.6288634347289498
0.1,2542,epsy,0.009613941859208767,0.3681036752296733
0.1,2560,epsy,0.44876181084688094,0.7968669774123498
0.1,2571,epsy,0.027656670151522747,0.22455986571890757
0.1,2589,epsy,0.28118071185414123,0.419394061135637
0.1,2596,epsy,0.2379971055911395,0.6004130087090968
0.1,2628,epsy,0.06536737839906624,0.041256435190046396
0.1,2636,epsy,0.09651560043766133,0.8395636168849647
0.1,2637,epsy,0.12363052003487907,0.8060487362450905
0.1,2663,epsy,0.17904003627902587,0.1346627526710889
0.1,2695,epsy,0.8360306728207094,0.8470921234643427
0.1,2727,epsy,0.5617241059213641,1.083306321894179
0.1,2731,epsy,0.2309762618907399,0.09450990596975645
0.1,2748,epsy,0.07469522726892278,0.2239560268988281
0.1,2755,epsy,0.036554162120375155,1.1791894742128257
0.1,2783,epsy,0.7600632448119014,0.6677246020187816
0.1,2786,epsy,0.5047295127745084,1.388020312602244
0.1,2854,epsy,0.000661057417949895,0.6402560227900458
0.1,2867,epsy,0.38447062905456914,0.4579271345504459
0.1,2880,epsy,0.1849438999039762,0.3028927349120188
0.1,2889,epsy,0.08497509621398537,0.09466877888511996
0.1,2904,epsy,0.050142361697627084,0.0976922339449332
0.1,2916,epsy,0.8503243655355343,0.35310631550273985
0.1,2919,epsy,0.9073116541805337,0.8732708494070419
0.1,2930,epsy,0.005599509380958686,0.15364593557733713
0.1,2954,epsy,0.06110398414923097,0.10639676532309485
0.1,2973,epsy,0.0036059890828132653,0.2611097668798668
0.1,2999,epsy,0.24491264272311825,0.012300781125167169
0.1,3003,epsy,0.025053832656906003,0.4266425618105426
0.1,3013,epsy,0.009113583482086476,0.990825241314871
0.1,3027,epsy,0.7072882189037462,0.9211159452710198
0.1,3069,epsy,0.14951584848637023,0.04666115785485049
0.1,3097,epsy,0.03581579872445143,0.7267973259436122
0.1,3099,epsy,0.027934849930531143,0.5754450039489963
0.1,3108,epsy,0.8221715979663049,2.2090396254007962
0.1,3139,epsy,0.05894185159991415,1.003181414912445
0.1,3148,epsy,0.30128878804618264,0.016634176851120563
0.1,3159,epsy,0.024720260405491155,0.2608760228204813
0.1,3171,epsy,0.0028895391924568864,0.12027897110004275
0.1,3176,epsy,0.10659763912412934,0.16198828540514876
0.1,3209,epsy,1.0139318155187187,0.21350937182805801
0.1,3216,epsy,0.05622275078409264,1.2213157538322006
0.1,3229,epsy,0.5413536763710018,0.12739842557549572
0.1,3251,epsy,0.842265673863123,0.8339294111201909
0.1,3253,epsy,0.20261470731013242,0.36790827980503066
0.1,3268,epsy,0.10358027114919595,0.12110377110126015
0.1,3284,epsy,0.050460716236842396,0.091855328253661
0.1,3292,epsy,0.06468440747554893,0.21852695589450477
0.1,3302,epsy,0.006604487094619163,0.028345728159919897
0.1,3311,epsy,1.5421179098776647,1.6373941798337917
0.1,3319,epsy,0.014149428803172581,0.4816046773160217
0.1,3322,epsy,0.1488359211052929,0.4205493898458294
0.1,3323,epsy,0.026406991625692978,0.3153103880668788
0.1,3327,epsy,0.29710148235734524,0.9006858622888352
0.1,3412,epsy,0.01500162068634926,0.36487325928394576
0.1,3417,epsy,0.028531992957242784,0.8309765662449838
0.1,3456,epsy,0.04928530014654656,1.1342156562866652
0.1,3464,epsy,0.22898213288410646,0.008507918536543034
0.1,3468,epsy,0.1685793809130323,0.24525534560185291
0.1,3471,epsy,0.09062391098247068,0.6465981565263441
0.1,3537,epsy,0.04716395106592464,0.11588226969133913
0.1,3571,epsy,0.017574631465054807,0.1477938121738654
0.1,3594,epsy,0.0248900900736385,0.8607728467317679
0.1,3614,epsy,0.06687819286624086,0.08248608720662154
0.1,3635,epsy,0.0015972510724682643,1.2614132080611264
0.1,3642,epsy,0.3101357572105324,1.5575346697528185
0.1,3643,epsy,0.005233066871192719,0.25282280952446173
0.1,3652,epsy,0.014022208729184079,0.20335063587210425
0.1,3666,epsy,0.05796730931065283,0.1745867249809398
0.1,3704,epsy,0.006903362962219008,0.2472811274498614
0.1,3705,epsy,0.05192831240137022,0.25606418222297295
0.1,3708,epsy,0.0647769311657224,0.7523807349850639
0.1,3714,epsy,0.21777033124394146,0.738385309429351
0.1,3735,epsy,0.5078972317459738,1.2304792514103013
0.1,3740,epsy,0.018248471761252365,0.4068911887924593
0.1,3796,epsy,0.1959901328354096,0.49432546729789745
0.1,3830,epsy,0.00868992237445008,0.1346785790917765
0.1,3843,epsy,0.05982021794807415,0.34415160493601715
0.1,3844,epsy,0.010963448577067832,0.14405877689159968
0.1,3864,epsy,0.02032173287132359,0.14399364508338544
0.1,3873,epsy,0.0762023894851696,0.2455773523919961
0.1,3874,epsy,0.06742542179693793,0.018136469399463433
0.1,3878,epsy,0.030331943956209525,0.2379916272147478
0.1,3889,epsy,0.212158647693223,0.03706912950120907
0.1,3898,epsy,0.009192715585524288,0.2895784541543594
0.1,3954,epsy,0.037994366402943715,0.4049262777932491
0.1,3969,epsy,0.24937751948247602,1.1007153846505022
0.1,3985,epsy,0.05736347049057339,0.26282815094144385
0.1,3992,epsy,0.4127670518269625,0.43603249894617346
0.1,4006,epsy,0.18494694344641613,0.7212245997361248
0.1,4053,epsy,0.17469264025784892,0.0992876588919375
0.1,4061,epsy,0.4464742843490394,0.8603850994249227
0.1,4089,epsy,0.036975388394059616,0.054942028125375686
0.1,4097,epsy,0.3874618225645193,0.5170722947853464
0.1,4122,epsy,0.09045347260583536,0.06776508113323257
0.1,4131,epsy,0.0031476315913618186,0.5898659167378094
0.1,4156,epsy,0.026515950445041996,0.7020977616267126
0.1,4165,epsy,0.058936981932010316,0.2579791791261685
0.1,4175,epsy,0.08527458079007316,0.05309764140678618
0.1,4212,epsy,0.15408116214624532,0.8763411750204297
0.1,4214,epsy,0.041692879175930446,0.3875275630812215
0.1,4224,epsy,0.008003299200004815,0.9873148194646714
0.1,4271,epsy,0.07352224601257897,0.11041545876076081
0.1,4273,epsy,0.7946804965235137,2.057901568793951
0.1,4303,epsy,0.008721575215825205,0.04043467873126891
0.1,4305,epsy,0.23408615355584678,0.3156810915360606
0.1,4341,epsy,0.17986240144629143,1.3923884047120123
0.1,4369,epsy,0.4651299820887527,1.630646037536009
0.1,4384,epsy,0.32430466468532054,0.16750318430627772
0.1,4407,epsy,1.8032903737317936,3.252900419856679
0.1,4431,epsy,0.2039763881977511,0.19504419984508367
0.1,4459,epsy,0.01524936504095844,0.043635876669573234
0.1,4464,epsy,0.17899803539335477,1.4915823224968003
0.1,4542,epsy,0.03774966559077441,0.31873802556271297
0.1,4575,epsy,0.12073915471695813,0.8459495776323979
0.1,4590,epsy,0.004928712627201048,0.12142029951501153
0.1,4598,epsy,0.1072130434054805,0.02792754542867535
0.1,4634,epsy,0.16315091861719686,1.2124407840774034
0.1,4668,epsy,0.08124797414206343,0.2687399277767379
0.1,4719,epsy,0.008118345104233721,0.22931813996947328
0.1,4722,epsy,0.022497257007376023,0.021620716784680034
0.1,4727,epsy,0.17709521265991918,0.6392924372535681
0.1,4784,epsy,0.031035002259830257,0.08110614506436331
0.1,4801,epsy,0.015272495963501836,0.1036490552083381
0.1,4821,epsy,0.2872982321583738,0.1561045091603019
0.1,4868,epsy,0.8573525137377899,0.38204066477053966
0.1,4894,epsy,0.6246992599626557,2.0662761801716254
0.1,4914,epsy,0.6519133990434146,0.10379088428603812
0.1,4922,epsy,0.01645521655565346,0.3443829141614508
0.1,4939,epsy,0.055192207313936724,0.8650916334540099
0.1,4950,epsy,9.130627319749267e-05,0.10957422363036787
0.1,5006,epsy,0.7080022339601509,0.47226465427640535
0.1,5015,epsy,0.04675185541955993,0.3378210366609905
0.1,5016,epsy,1.3089576019320408,2.323511517525478
0.1,5029,epsy,0.0773802404094173,0.4986113837617881
0.1,5052,epsy,0.0412454784372627,0.09271908559810936
0.1,5067,epsy,0.017584979509350514,0.16834259331120677
0.1,5069,epsy,0.01802811928860239,0.46871831862541447
0.1,5074,epsy,0.17477542461221468,1.0538326569060261
0.1,5086,epsy,0.004224436906604329,0.45184552804700445
0.1,5110,epsy,0.03330426750303212,0.2586858896807172
0.1,5113,epsy,0.236671338504312,0.3508924427319446
0.1,5142,epsy,1.5725186378930165,2.5996222963832065
0.1,5153,epsy,0.40218404605488417,0.14214499740538006
0.1,5154,epsy,0.7909710269977434,0.44383979401304763
0.1,5203,epsy,0.1277959122181489,1.4358008853664956
0.1,5225,epsy,0.8056147270931582,0.7904913647092124
0.1,5231,epsy,0.016854529323770514,0.4289446973120955
0.1,5241,epsy,0.16757744674181174,0.38473359112137795
0.1,5243,epsy,0.015532414487870702,0.1795410033646362
0.1,5258,epsy,0.12989656521017942,0.03399758647084515
0.1,5267,epsy,0.03846368064717887,0.3649627394316793
0.1,5279,epsy,0.8191426645301,1.5247143254977333
0.1,5312,epsy,0.011591635736666616,0.6191027941241369
0.1,5318,epsy,0.16649942400959322,0.07568498727038375
0.1,5349,epsy,0.2677379936055175,0.4578839162477992
0.1,5358,epsy,1.5078451871702514,2.5616735831168613
0.1,5401,epsy,0.338709751053446,0.8705079215800856
0.1,5405,epsy,0.3661101549315279,1.7127048113840662
0.1,5477,epsy,0.0204818232036632,0.0732580665287942
0.1,5491,epsy,0.0028493644322501125,0.012992273967516267
0.1,5534,epsy,0.03113543916034751,0.12853549303104866
0.1,5543,epsy,0.022463778040536942,0.2630972000931324
0.1,5575,epsy,0.027388229708322106,0.12273937080847139
0.1,5579,epsy,0.15573380569112005,0.013004448137275906
0.1,5588,epsy,0.2524746282693352,0.11630958304990338
0.1,5607,epsy,0.008968102153458453,0.08619129577297609
0.1,5648,epsy,0.02387780785812223,0.22001646556459997
0.1,5651,epsy,0.01677722334579665,0.09804589357645149
0.1,5656,epsy,0.1312089407102715,0.29186476323522476
0.1,5666,epsy,0.8384965509055301,2.008968710861946
0.1,5682,epsy,0.21189568562641428,0.36591962917478915
0.1,5687,epsy,0.04054728980154581,0.6693328098440336
0.1,5690,epsy,0.1594079701245875,0.9160058375143997
0.1,5697,epsy,1.937466159612496,2.8317112773899793
0.1,5698,epsy,0.2842705161391447,1.1733970042411763
0.1,5705,epsy,0.0847145689811285,0.19259232205548682
0.1,5742,epsy,0.0652078967752146,0.07591203553640152
0.1,5778,epsy,0.01534736710752394,0.8928523927569777
0.1,5803,epsy,0.9500527293727715,0.621802416268343
0.1,5839,epsy,0.17880811834510424,0.2708649291082877
0.1,5855,epsy,0.6988448234669296,1.9366498815301103
0.1,5884,epsy,0.22434986129055323,0.21948628047156643
0.1,5891,epsy,0.4819157273533811,0.647371825014571
0.1,5901,epsy,0.38386922506844173,1.3230802475617423
0.1,5925,epsy,0.24769383180471413,0.04335039238870909
0.1,5940,epsy,1.7224404949408716,2.6942813359325184
0.1,5968,epsy,0.5882644047059253,0.5046923815567413
0.1,5983,epsy,0.3742863273421201,0.6678341695466187
0.1,5987,epsy,0.12644092712389807,0.18526590669411944
0.1,6055,epsy,0.3524769109261651,0.10011793726954674
0.1,6057,epsy,0.18834658035180302,0.14388103401310848
0.1,6063,epsy,0.0721234339071933,0.5790966461684083
0.1,6094,epsy,0.21805216327387772,0.7084143296065155
0.1,6172,epsy,1.20736780753855,0.6004933582295104
0.1,6185,epsy,0.03112569982453981,0.061416860312054386
0.1,6242,epsy,0.05753816982662461,0.12000992194835412
0.1,6243,epsy,0.05734703536139781,0.08365785104598947
0.1,6251,epsy,0.06017935595598429,0.2647218430475599
0.1,6259,epsy,0.20306149934031217,0.05150465129373381
0.1,6273,epsy,0.11684768135328069,0.03183667133850431
0.1,6274,epsy,0.07111784748504478,0.278302129414468
0.1,6285,epsy,0.7877570461811914,0.3187995051199992
0.1,6308,epsy,0.28317544956926266,0.03505734794842415
0.1,6312,epsy,0.5765059828435513,0.7087156403080673
0.1,6325,epsy,0.06134077175105652,0.9900868779189473
0.1,6329,epsy,0.2279497632884868,0.6242445547221321
0.1,6359,epsy,0.4652724198749407,0.716365279876554
0.1,6390,epsy,0.1940416569653751,0.0655670347831247
0.1,6423,epsy,0.00048574937341069803,0.17936752144556092
0.1,6431,epsy,0.007180934032739388,0.06770299286745829
0.1,6475,epsy,0.05835201307505833,0.0031817192666888866
0.1,6477,epsy,0.08535188676804706,0.0499536620663523
0.1,6483,epsy,0.21720727589255706,1.3086252470976019
0.1,6502,epsy,1.9160310989166511,2.878090603214894
0.1,6572,epsy,0.0059647344737486785,0.3431271485507411
0.1,6580,epsy,0.006158303772927381,0.5818796613754681
0.1,6600,epsy,0.7772178674202478,0.47427704453767827
0.1,6601,epsy,0.36128857499821204,0.8955142749749287
0.1,6663,epsy,0.07786964203375589,0.016025468363137223
0.1,6717,epsy,0.23032737864254965,0.1407474027169703
0.1,6736,epsy,0.048345454241100295,0.3974002060478231
0.1,6740,epsy,0.004100260375055737,0.3698786691806327
0.1,6765,epsy,0.03407367503184306,0.6290277860207053
0.1,6827,epsy,0.010502047543176437,0.08762480426217682
0.1,6828,epsy,0.0725854436495726,0.31560865522599063
0.1,6843,epsy,0.30639159130094695,0.050905682141558266
0.1,6847,epsy,0.056309796097874225,0.10997353639848492
0.1,6876,epsy,1.4730307139085324,2.2450088186642194
0.1,6898,epsy,0.027439361221312707,0.5244212323607694
0.1,6932,epsy,1.5582705983147906,2.0157205054106577
0.1,6939,epsy,0.17790662107440092,0.8908497418315124
0.1,6972,epsy,0.2270312221801199,0.45282737483812163
0.1,6978,epsy,0.05177735269635036,0.7139261849652045
0.1,7031,epsy,0.13482406042040448,1.3065154634782519
0.1,7036,epsy,0.02782163015176632,1.0353297449967969
0.1,7044,epsy,0.023474842839077255,0.150328474317828
0.1,7046,epsy,0.010010819793373885,0.17118404453311295
0.1,7067,epsy,0.7370978909772665,0.15330079786465056
0.1,7090,epsy,0.013383673525289557,0.10251259646127321
0.1,7127,epsy,0.3896531731212592,0.45491828849434424
0.1,7137,epsy,0.42231342704400493,0.5238514812160169
0.1,7150,epsy,0.24288259991569391,0.25801144067603166
0.1,7163,epsy,0.11964895781498,0.10354679218235692
0.1,7182,epsy,0.05220283992945069,0.3905004953365321
0.1,7194,epsy,0.42072348047339275,0.16718482976706225
0.1,7208,epsy,1.1554973224435383,0.2495832629514144
0.1,7236,epsy,0.24585187992007648,0.18861380337802774
0.1,7266,epsy,0.4349283017489718,1.4845791313425523
0.1,7267,epsy,0.762821911679442,1.8215406716185103
0.1,7307,epsy,0.045279998295616214,0.12192187530910976
0.1,7398,epsy,0.20242965992978543,0.652229318748678
0.1,7405,epsy,0.11738456223968202,0.09578149800115349
0.1,7408,epsy,0.0822273860992286,0.17497021132836932
0.1,7425,epsy,0.06839631183527131,0.1602522487974203
0.1,7442,epsy,0.031434315027947315,0.2137522465147635
0.1,7518,epsy,0.17864376705334872,0.3836190458798804
0.1,7537,epsy,0.281554458865763,0.0625484493912155
0.1,7540,epsy,0.1771603444681333,0.7148538567008913
0.1,7541,epsy,0.03634050544109301,0.5147336367745146
0.1,7564,epsy,0.3395996828628777,0.178487328971937
0.1,7579,epsy,0.7228431556056725,1.4677312978121495
0.1,7583,epsy,0.09057277946948011,0.40988968680426524
0.1,7585,epsy,0.0012350695221181815,0.8293981851356431
0.1,7652,epsy,0.13558859828131156,0.18026475775684836
0.1,7664,epsy,0.06300741559115484,0.4622982702026543
0.1,7703,epsy,1.3086672479832726,0.22544553656892335
0.1,7713,epsy,0.15187763741974558,0.2451366474466962
0.1,7722,epsy,0.04774100671253287,0.0645468393572647
0.1,7755,epsy,1.0267560859435514,1.6539638335851865
0.1,7765,epsy,0.18005657945395778,1.642654638586944
0.1,7787,epsy,1.9098910563983629,2.5173620400256267
0.1,7789,epsy,0.07382112188017878,0.03211180757507279
0.1,7794,epsy,0.05755764849824003,0.19641622877699808
0.1,7806,epsy,0.015106318546282367,0.4647872792100181
0.1,7811,epsy,0.08186642196585449,0.1942583571870972
0.1,7832,epsy,0.23099147960293945,0.09766240722902202
0.1,7844,epsy,0.2768649686743394,0.42698648210625306
0.1,7845,epsy,0.051689698674080735,0.2726855761958459
